"ID"	"S2_DRSC_CG8144_RNAi_1"	"S2_DRSC_CG8144_RNAi_3"	"S2_DRSC_CG8144_RNAi_4"	"S2_DRSC_Untreated_1"	"S2_DRSC_Untreated_3"	"S2_DRSC_Untreated_4"
"FBtr0309242"	"109.083688988303"	"107.633422059941"	"116.413909816903"	"164.454940949329"	"145.698643792422"	"119.345759586757"
"FBtr0339276"	"82.3229043240037"	"142.368944281726"	"119.00287136754"	"126.60521480303"	"65.9898384973401"	"109.122280818509"
"FBtr0072391"	"327.834205938691"	"294.449016912515"	"345.834518189086"	"274.417994313983"	"215.180493300494"	"365.870899180659"
"FBtr0072392"	"440.326192231131"	"439.450274087264"	"384.011652701634"	"369.814027989078"	"483.255031089744"	"367.026866467926"
"FBtr0072194"	"134.860068493173"	"155.82165501367"	"139.623152933338"	"159.282546395514"	"128.826370602234"	"168.414878053417"
"FBtr0080861"	"10419.2630261792"	"9590.05235430102"	"9964.11224245251"	"10882.3448594398"	"10726.8589344069"	"12429.5013037423"
"FBtr0305984"	"26.8586529244196"	"32.7040495732383"	"19.6761505462857"	"21.1550478968689"	"14.4658843309328"	"26.6247721245611"
"FBtr0100318"	"1879.96126677135"	"1994.64203168684"	"2006.70430941368"	"1793.93717960269"	"1702.44446088596"	"1674.00485215604"
"FBtr0074839"	"382.690326997075"	"276.964730149884"	"200.917178005862"	"87.4017367001752"	"189.763195647553"	"217.142882214569"
"FBtr0088980"	"262.933288457602"	"274.576672331035"	"290.099097009948"	"245.585051075595"	"240.929053765891"	"213.329223690524"
"FBtr0081217"	"964.047637117976"	"796.513574976506"	"546.171395938118"	"916.345393710096"	"1194.30465307816"	"1263.75144069862"
"FBtr0300822"	"462.391863425455"	"391.713652118029"	"424.243478074215"	"744.575092185013"	"1006.34742917835"	"634.402132067473"
"FBtr0081216"	"618.903856380144"	"708.130179925481"	"597.647219664528"	"779.843225726317"	"736.664328106709"	"816.764994386631"
"FBtr0081218"	"61.9686415756567"	"15.3438342383041"	"323.314686055007"	"236.363120523152"	"27.7278895297537"	"248.978703782575"
"FBtr0072609"	"92.6202176068385"	"84.3379211996925"	"107.477544184432"	"69.2939773807547"	"70.0893976814777"	"64.7523592932186"
"FBtr0084401"	"18.6370416868232"	"15.1117244018414"	"17.6779928994446"	"19.4698887537863"	"31.3884311754698"	"14.2530091755075"
"FBtr0081949"	"74.0140177172795"	"80.1436891934092"	"94.0371316709499"	"87.6652868402804"	"78.2845245822336"	"83.8480444156015"
"FBtr0337074"	"148.241857590497"	"144.36004120887"	"154.449221027986"	"157.107748324228"	"136.784272619315"	"134.264606747469"
"FBtr0076420"	"14.7821774087136"	"13.1791387770181"	"6.55824422536473"	"6.96416025788931"	"14.1180924570433"	"9.39674919724942"
"FBtr0077884"	"546.331000694991"	"529.505766538699"	"585.11387535597"	"448.278339721845"	"411.995150141688"	"500.800477078758"
"FBtr0079544"	"108.091175462607"	"114.534532602988"	"129.547296789422"	"121.485894386944"	"99.5112479978535"	"117.182877846673"
"FBtr0329946"	"108.091175462607"	"114.534532602988"	"129.547296789422"	"121.485894386944"	"99.5112479978535"	"117.182877846673"
"FBtr0335224"	"71.0181664250544"	"67.9036523712759"	"50.3722697319768"	"50.5310074691526"	"67.8976396160302"	"46.6855857112295"
"FBtr0081783"	"65.4592698953889"	"63.2971147153462"	"70.1583620178354"	"69.6227977834265"	"53.8509437638216"	"89.042387096526"
"FBtr0331449"	"115.668650517593"	"111.988314782239"	"99.2218433245193"	"92.6127225212829"	"100.202365863974"	"111.004678195456"
"FBtr0075361"	"341.691192574436"	"368.481517744198"	"372.913149503711"	"392.490860178881"	"316.126036709103"	"422.603966764876"
"FBtr0345350"	"136.517216476758"	"99.2059928624048"	"102.255960124382"	"74.849503219731"	"94.106924322835"	"93.0929944079882"
"FBtr0089321"	"1000.01121762543"	"973.500480807948"	"1090.40466962612"	"827.483761943689"	"727.2773453602"	"901.759078451095"
"FBtr0089322"	"48.6044056546234"	"33.5929198931183"	"52.4494762681271"	"37.1307890144552"	"44.3650072938804"	"37.1837304863183"
"FBtr0335448"	"307.410892263352"	"229.84591677121"	"266.823246311477"	"264.180410242446"	"327.578521991673"	"275.631448809027"
"FBtr0082420"	"1549.00430788128"	"1582.82229398256"	"1373.50339966048"	"1201.07332702825"	"1336.84830123312"	"1298.26944665993"
"FBtr0080979"	"663.425315811762"	"674.682215105022"	"664.611071614956"	"479.839181664104"	"468.776496114104"	"490.743230142668"
"FBtr0081748"	"57.8005657008008"	"57.5733371457973"	"49.1058075141095"	"45.6391821464722"	"55.6866613453603"	"45.3478600047857"
