"ID","S2_DRSC_Untreated_1","S2_DRSC_Untreated_3","S2_DRSC_Untreated_4","S2_DRSC_CG8144_RNAi_1","S2_DRSC_CG8144_RNAi_3","S2_DRSC_CG8144_RNAi_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0304993",394.900204483877,483.366388925809,413.404108257184,143.293391746543,98.6658582938194,102.89328531018,2.97967792719914e-11,-2.74816390437872,1.90431260126487e-15,0.148840195496556,10.525830676192
"FBtr0078144",4627.12297720554,5996.14252448849,4234.57188750678,633.895564858405,271.520134660482,270.101875607861,1.9820290584021e-13,-5.28234582217076,1.26671506256925e-17,0.0256954045750114,12.7028899826403
"FBtr0071934",1118.19855311366,1073.38110559628,1325.29867678687,446.023316210519,439.576012914767,362.686443268002,3.42501405020306e-16,-2.15709769438989,2.18892698293798e-20,0.224206856877432,15.4653376425911
"FBtr0334867",704.97151127031,659.282194819294,829.276706252788,178.544952879426,108.948035502834,167.997088464846,6.20770825827025e-15,-3.27807349577272,3.96734726035039e-19,0.103086441869923,14.2070687016726
"FBtr0345142",2734.86511292081,2720.33140715737,2804.7072492062,1337.82382789387,1436.29120022543,1170.57580886438,2.26925933004083e-15,-1.53867792146795,1.45028397139441e-19,0.344200733886588,14.6441158702807
"FBtr0078937",794.425677072046,766.836577251667,667.374097968279,324.369648180089,350.997782862534,372.860761337452,1.40364762839125e-08,-1.5705328321055,8.97071405631269e-13,0.33668402337967,7.85274190378197
"FBtr0083967",334.835983062489,323.303441636745,352.141109635378,84.5309645680361,84.2246004102744,86.78782286419,1.62668368793656e-20,-2.86294268771146,1.03961378407143e-24,0.137457479171222,19.7886968883287
"FBtr0070985",581.409379660192,654.460408823141,548.456490270365,148.327149930592,141.632202534315,134.112602245931,3.43565158751143e-27,-2.99455581991994,2.19572543459541e-31,0.125472593391783,26.4639908847981
"FBtr0078083",1273.72980059325,1076.9289864348,1188.88321714253,403.486694679902,477.397970835303,564.586140692885,1.41728254499279e-09,-1.8649668200996,9.05785482835555e-14,0.274529517156197,8.84854356153861
"FBtr0074276",2587.5050096098,2630.7952471939,2575.91244118534,1162.18513137287,1289.15795795935,1029.20502731574,4.18338351765125e-17,-1.67863418029098,2.67360102105915e-21,0.312378230151246,16.3784723190281
"FBtr0342815",359.627912170989,510.775019663412,209.827084091374,26.3389453272922,32.1281037743051,31.1543474299861,5.32536536033586e-12,-5.19608285420184,3.40344178458226e-16,0.0272786705596269,11.2736505909813
"FBtr0075341",4702.31053505148,5217.67533827996,5202.93990833891,2805.77137460826,2545.70279248612,2586.01989143035,3.27273826976365e-14,-1.34202638685139,2.09160750927568e-18,0.394466205584539,13.4850887250747
"FBtr0085209",181.931938214999,176.764176545345,210.53757786878,60.99987910324,61.2987111624884,54.8670362998266,1.65678204779646e-07,-2.43343140020364,1.05884965028214e-11,0.185124609804485,6.7807346199241
"FBtr0339612",1187.37913101356,1042.47536546858,1180.33325735366,571.444475874008,608.193683714794,590.323191985811,6.51971289837636e-11,-1.36591982139362,4.16674947170471e-15,0.387986989138259,10.1857715284086
"FBtr0329957",404.208122685958,432.625060293139,551.204903512854,166.669789368726,89.6568866272747,100.841967250581,1.17989375120455e-05,-2.82582476747838,7.54070269830992e-10,0.141039897119597,4.92815709891684
"FBtr0329955",404.208122685958,432.625060293139,551.204903512854,166.669789368726,89.6568866272747,100.841967250581,1.17989375120455e-05,-2.82582476747838,7.54070269830992e-10,0.141039897119597,4.92815709891684
"FBtr0075811",3783.0247114436,4293.45734101519,3619.66124205756,1866.1368026443,1797.53351548644,1787.86129830831,4.22256045719957e-18,-1.58897418199788,2.69863900888321e-22,0.332407725652953,17.3744241236302
"FBtr0334849",22.5934440908964,23.3779670441271,16.8115610973763,0.204251757038947,2.65482186157091,2.64069404116353,0.00079114792985997,-5.5172155745154,5.05622758266741e-08,0.0218349710037472,3.1017423039673
"FBtr0301847",1236.52476730407,1269.46930301698,1187.68032527378,631.416930796066,777.164652971148,663.493317115029,2.43721721663033e-06,-1.20370776422356,1.55762588140239e-10,0.434158048992376,5.61310576265772
"FBtr0090022",2398.56573122962,2718.37313551106,2377.45170523502,1487.29358101774,1465.20483579021,1227.61200933264,2.29704844037704e-06,-1.21534412791188,1.46804399589508e-10,0.430670339250678,5.63882984626487
"FBtr0073339",816.891616472617,744.259820777466,971.905584741064,366.814386135504,417.666795405453,333.163698456422,5.59996423687901e-07,-1.7025613154321,3.57893796694511e-11,0.307240154335742,6.25181474652517
"FBtr0332102",470.885142485346,473.155311621926,407.426270323857,226.695558728795,247.24552786361,219.923221741484,0.000258258037321715,-1.38561417736582,1.6505274961444e-08,0.382726532043198,3.58794615379613
"FBtr0334328",1525.38761260842,1660.14134294909,1816.98689824076,643.339728283616,481.221323670172,490.026728027643,7.10686598625425e-18,-2.35508216227843,4.54199909647488e-22,0.195456279122257,17.1483218739454
"FBtr0339189",228.52325016441,117.177372710393,316.851388150449,14.9694841131665,21.4702957694501,37.6895575718569,0.000450271068715825,-4.59139784773539,2.87768306202994e-08,0.0414812204688138,3.34652595688056
"FBtr0333595",37.9646568781341,39.2417267116166,40.1922248096973,8.82165999812178,6.5551356952745,6.53211487868656,3.43320398839195e-05,-3.64736086623673,2.19416117363836e-09,0.0798058953318063,4.464300391622
"FBtr0290076",1039.27976033397,1097.87440815041,912.701410339871,440.032178177614,479.44391029366,454.61570188231,5.87709175864857e-13,-1.65960824956844,3.75605020684385e-17,0.316525086269987,12.2308375286214
"FBtr0299968",1015.53856498035,1060.9468204482,1202.60761396589,410.145116327607,350.310544480627,301.703223923684,4.11741956173503e-17,-2.34793177542188,2.63144344713685e-21,0.196427417935815,16.3853748764899
"FBtr0079253",3394.94637878798,3473.28440567255,3457.95241013388,1967.83967652933,1910.4338892832,1989.25910313308,9.25793189198335e-16,-1.17664091059308,5.91674563301805e-20,0.442380313224368,15.0334860185245
"FBtr0340709",148.27809159845,128.232567641462,167.018442491418,45.8086265506413,43.4329448972985,56.1238589868477,0.000423179393379151,-2.3277981930742,2.70454012513038e-08,0.19918788490286,3.37347548832546
"FBtr0085156",966.562400903787,1184.66636273405,1084.3120856344,212.07969975957,69.9422305227033,68.9106537993537,1.11424512849694e-05,-4.625409084122,7.12114225408668e-10,0.0405147462745506,4.95301925598221
"FBtr0330186",803.108988634494,846.879725150195,709.838582872605,409.996118230995,415.546397402927,434.049482804657,1.29666007488794e-06,-1.30708933524917,8.28695644460883e-11,0.404135408562788,5.88717386119375
"FBtr0075793",803.108988634494,846.879725150195,709.838582872605,409.996118230995,415.546397402927,434.049482804657,1.29666007488794e-06,-1.30708933524917,8.28695644460883e-11,0.404135408562788,5.88717386119375
"FBtr0070965",135.031601957142,140.501679899191,130.604918342729,37.666174491617,32.615743325639,31.6348860532526,1.22131882556446e-08,-2.91593477587581,7.80545040943605e-13,0.132500088107341,7.9131709485787
"FBtr0336904",134.023975867485,104.71602787455,130.451998850657,12.7462515503438,28.7154260768979,26.765047306336,7.76201861005454e-05,-3.57677283830686,4.96070723464852e-09,0.0838077320059984,4.11002532033933
"FBtr0075204",272.634044222683,323.20357455416,264.283408109642,120.571741354868,110.894333034762,97.3070824970077,3.67074975974904e-06,-2.00445868082262,2.34597671103025e-10,0.249228562176516,5.43524522096167
"FBtr0307374",36.0730192500118,28.7538824336183,31.6586541190741,0,4.80344158223106,4.78413417471875,0.000176961694690106,-5.06193661427602,1.13096245088583e-08,0.0299367908325065,3.75212073129404
"FBtr0088774",3012.53037799725,3974.65797915267,3571.92702545763,1746.0021729499,1016.27169271811,1290.81675686629,0.000127514720030624,-1.99351331203929,8.14946763153471e-09,0.251126588169317,3.89443967829613
"FBtr0306616",168.496686551921,125.793079261499,175.050542582904,28.1887333460982,50.974323735729,40.5544211235709,0.000547665302301575,-2.85295938796332,3.50012975203921e-08,0.138411969319065,3.26148477321455
"FBtr0289981",605.886830932634,717.047843622655,684.318317358,340.848285738586,238.222455789075,283.271362537167,9.9866620360295e-06,-1.76141974696674,6.3824771751962e-10,0.29495775644356,5.0005796470668
"FBtr0303912",103.423857791,97.2088912099167,89.7771621530229,2.1708716909905,12.4240344478705,11.4525362800706,8.39824468888979e-06,-5.0794411377679,5.36731941515293e-10,0.0295757561138724,5.07581147603214
"FBtr0089649",191.713797080578,192.729388487775,134.98747860505,15.4680268888777,34.0438776874321,43.394734247773,0.00145551406840809,-3.59906932288162,9.30219255070037e-08,0.0825224621846431,2.83698359249073
"FBtr0071240",111.125252901202,118.471844053341,130.267677796955,28.9673439698254,18.8321368311655,17.8926897257579,8.27169044763896e-08,-3.55027515644154,5.28643858096693e-12,0.0853612340660518,7.08240572659512
"FBtr0080565",1102.35991641325,998.769326462301,1222.14164346362,463.369927159929,445.533817458718,469.18652189629,1.21094204480681e-16,-1.83299671380214,7.73913238836075e-21,0.280680994858116,15.9168766415166
"FBtr0332205",236.065305825955,406.084925571401,102.332371245847,28.2189952135204,17.9332396495602,17.0050109574798,0.000335866898120278,-5.1365112116225,2.14652583958764e-08,0.0284286379248482,3.47383279661116
"FBtr0303387",23947.9105637906,28318.2491753618,21421.3215568273,13091.9406999769,11595.8809390889,11422.1350751783,8.49608331652037e-08,-1.48467285644275,5.42984809645323e-12,0.357329553310637,7.07078123734928
