target_id	length	eff_length	est_counts	tpm
FBtr0306825	504	322.312	6	2.23292
FBtr0087042	713	531.312	19	4.28946
FBtr0077244	1911	1729.31	42.1783	2.9256
FBtr0340437	1788	1606.31	2653.02	198.111
FBtr0077245	1990	1808.31	393.801	26.1217
FBtr0080235	4142	3960.31	0	0
FBtr0307093	5189	5007.31	2	0.0479097
FBtr0080236	4408	4226.31	0	0
FBtr0342946	3879	3697.31	0	0
FBtr0342948	4364	4182.31	0	0
FBtr0342949	4189	4007.31	1	0.0299327
FBtr0342947	4551	4369.31	0	0
FBtr0074361	813	631.312	1	0.19
FBtr0081862	1085	903.312	442	58.6925
FBtr0073481	12204	12022.3	1918	19.1363
FBtr0083087	1520	1338.31	452	40.5116
FBtr0112868	2475	2293.31	555.282	29.0435
FBtr0074295	2219	2037.31	1117.15	65.7737
FBtr0310673	2217	2035.31	145.567	8.5789
FBtr0078672	2281	2099.31	0	0
FBtr0300913	1177	995.312	0	0
FBtr0300907	2287	2105.31	0	0
FBtr0300911	2277	2095.31	0	0
FBtr0078674	2280	2098.31	0	0
FBtr0306153	1387	1205.31	2.19395	0.218336
FBtr0300906	1872	1690.31	0	0
FBtr0300910	2290	2108.31	0	0
FBtr0078675	1863	1681.31	0	0
FBtr0300909	2271	2089.31	0	0
FBtr0078676	1059	877.312	0	0
FBtr0300912	1225	1043.31	0	0
FBtr0333239	521	339.312	0	0
FBtr0084402	4195	4013.31	28.4617	0.85066
FBtr0084403	2717	2535.31	308.701	14.6051
FBtr0305572	3886	3704.31	124.377	4.02745
FBtr0337052	6109	5927.31	18.6082	0.376569
FBtr0305573	5518	5336.31	7.44818	0.16742
FBtr0305571	3667	3485.31	0	0
FBtr0347570	3889	3707.31	24.4038	0.789582
FBtr0091821	493	311.312	0	0
FBtr0074176	400	218.312	672	369.224
FBtr0074177	450	268.312	0	0
FBtr0100506	2370	2188.31	4	0.219255
FBtr0080932	1465	1283.31	90	8.41218
FBtr0331931	1557	1375.31	0	0
FBtr0076031	1067	885.312	74	10.0261
FBtr0085533	1531	1349.31	329	29.247
FBtr0070563	1046	864.312	0	0
FBtr0340158	7981	7799.31	2593.82	39.8916
FBtr0074284	7843	7661.31	0.256059	0.00400899
FBtr0299587	7927	7745.31	285.925	4.42804
FBtr0333124	5810	5628.31	336.125	7.16343
FBtr0075205	4305	4123.31	1456.22	42.3623
FBtr0333125	6041	5859.31	452.085	9.25491
FBtr0075206	3267	3085.31	49.5686	1.92711
FBtr0307053	499	317.312	0	0
FBtr0290252	569	387.312	0	0
FBtr0303093	1023	841.312	0	0
FBtr0075854	1165	983.312	0	0
FBtr0087779	2778	2596.31	2	0.0923999
FBtr0339256	3697	3515.31	76.4198	2.6076
FBtr0084805	3769	3587.31	0	0
FBtr0339257	3605	3423.31	126.58	4.43524
FBtr0077165	2248	2066.31	202	11.7261
FBtr0308249	5980	5798.31	0	0
FBtr0089145	4863	4681.31	615	15.7582
FBtr0305902	416	234.312	3	1.53577
FBtr0086955	1985	1803.31	421.033	28.0055
FBtr0340212	2047	1865.31	29.8859	1.92183
FBtr0340211	2296	2114.31	24.495	1.38965
FBtr0089798	934	752.312	0	0
FBtr0089797	942	760.312	0	0
FBtr0273421	930	748.312	46	7.3735
FBtr0071546	6400	6218.31	682	13.1556
FBtr0343991	6191	6009.31	0	0
FBtr0089767	3575	3393.31	0	0
FBtr0089768	6268	6086.31	53	1.04453
FBtr0100317	4011	3829.31	2.33501e-06	7.3142e-08
FBtr0079222	906	724.312	0	0
FBtr0331738	4668	4486.31	0	0
FBtr0300106	4949	4767.31	0	0
FBtr0331737	4967	4785.31	0	0
FBtr0331305	4435	4253.31	1	0.0282014
FBtr0331306	4747	4565.31	0	0
FBtr0086483	3914	3732.31	538.243	17.2981
FBtr0330248	4043	3861.31	218.876	6.79925
FBtr0111010	3493	3311.31	1301.9	47.1602
FBtr0086484	3607	3425.31	69.9802	2.45061
FBtr0081861	1063	881.312	271	36.884
FBtr0112456	796	614.312	35.9541	7.02033
FBtr0079730	765	583.312	197	40.5101
FBtr0075600	1451	1269.31	820.133	77.5022
FBtr0075599	1275	1093.31	112.867	12.3829
FBtr0078859	2518	2336.31	1.99984	0.102674
FBtr0305313	2536	2354.31	0.000162625	8.28554e-06
FBtr0078434	908	726.312	0	0
FBtr0085995	4980	4798.31	86.9221	2.1729
FBtr0085997	4492	4310.31	0	0
FBtr0085999	4330	4148.31	264.848	7.65814
FBtr0336520	4276	4094.31	47.8644	1.40226
FBtr0085996	4704	4522.31	87.4945	2.3207
FBtr0114492	4651	4469.31	27.8711	0.748018
FBtr0083389	1835	1653.31	1	0.072551
FBtr0335278	3094	2912.31	1087.47	44.7897
FBtr0074336	3129	2947.31	0	0
FBtr0074338	2892	2710.31	4234.86	187.421
FBtr0112995	2859	2677.31	0	0
FBtr0074337	3022	2840.31	0	0
FBtr0112994	2752	2570.31	3154.67	147.22
FBtr0113028	1928	1746.31	8.86111	0.608646
FBtr0079405	1915	1733.31	300.139	20.7704
FBtr0070691	1424	1242.31	0	0
FBtr0331163	1424	1242.31	0	0
FBtr0080224	839	657.312	0	0
FBtr0343627	701	519.312	0	0
FBtr0336977	3215	3033.31	0	0
FBtr0074222	2760	2578.31	19	0.883927
FBtr0334884	4763	4581.31	0	0
FBtr0081570	5916	5734.31	3	0.0627535
FBtr0081571	5115	4933.31	0	0
FBtr0334885	6236	6054.31	0	0
FBtr0071228	4043	3861.31	1671	51.9087
FBtr0071223	1307	1125.31	68	7.24827
FBtr0309867	7755	7573.31	0	0
FBtr0300594	9129	8947.31	0	0
FBtr0080594	4396	4214.31	0	0
FBtr0084146	2354	2172.31	2.85919	0.157877
FBtr0084142	2306	2124.31	0	0
FBtr0084143	2291	2109.31	0	0
FBtr0084144	2357	2175.31	0.525819	0.0289943
FBtr0084141	2312	2130.31	0	0
FBtr0084140	2472	2290.31	0	0
FBtr0079865	2976	2794.31	1559	66.9221
FBtr0075904	1560	1378.31	196	17.0572
FBtr0085078	2127	1945.31	0	0
FBtr0331344	2127	1945.31	0	0
FBtr0331342	2271	2089.31	0	0
FBtr0081824	2121	1939.31	3531.26	218.414
FBtr0332157	2198	2016.31	15.7433	0.936563
FBtr0083117	1641	1459.31	1020	83.8398
FBtr0072779	3266	3084.31	392.281	15.2559
FBtr0301625	3264	3082.31	313.778	12.2108
FBtr0072781	3236	3054.31	149.859	5.88529
FBtr0083859	4825	4643.31	0	0
FBtr0330035	4764	4582.31	0	0
FBtr0330036	4825	4643.31	0	0
FBtr0113250	4539	4357.31	0	0
FBtr0330034	6512	6330.31	8.22125	0.15578
FBtr0070431	748	566.312	358	75.8273
FBtr0304896	261	79.3715	0	0
FBtr0344125	267	85.3631	0	0
FBtr0300406	1681	1499.31	469	37.5214
FBtr0078794	1929	1747.31	0	0
FBtr0113193	1743	1561.31	1	0.0768261
FBtr0073400	1924	1742.31	0	0
FBtr0310461	1419	1237.31	0	0
FBtr0075431	659	477.312	0	0
FBtr0290089	3792	3610.31	12.6818	0.421342
FBtr0343314	3062	2880.31	0	0
FBtr0072271	2221	2039.31	273.648	16.0956
FBtr0332179	7824	7642.31	71.3239	1.11946
FBtr0081318	7522	7340.31	4.03216	0.0658904
FBtr0300966	6366	6184.31	1750.64	33.9551
FBtr0300967	6360	6178.31	1.89537e-06	3.67978e-08
FBtr0088535	1232	1050.31	102	11.6488
FBtr0346149	1088	906.312	0	0
FBtr0083417	1012	830.312	0	0
FBtr0082158	329	147.353	20.4111	16.6153
FBtr0334686	700	518.312	5.58888	1.2934
FBtr0076557	2223	2041.31	5008.56	294.308
FBtr0076558	2184	2002.31	20.4439	1.2247
FBtr0072223	1513	1331.31	92.4522	8.32982
FBtr0301648	1225	1043.31	261.548	30.0701
FBtr0084532	1971	1789.31	213	14.2788
FBtr0303001	351	169.353	0	0
FBtr0076878	2892	2710.31	572	25.3148
FBtr0336480	1492	1310.31	107.993	9.88595
FBtr0336481	1310	1128.31	9537.01	1013.87
FBtr0088058	1807	1625.31	18665	1377.49
FBtr0343926	772	590.312	0	0
FBtr0085955	2140	1958.31	801	49.0624
FBtr0082906	945	763.312	0	0
FBtr0113458	1583	1401.31	0	0
FBtr0088625	981	799.312	180.571	27.0976
FBtr0088624	1544	1362.31	469.429	41.3325
FBtr0346393	1983	1801.31	3.68255	0.245221
FBtr0076009	1983	1801.31	3.68255	0.245221
FBtr0076010	1980	1798.31	390.817	26.068
FBtr0346392	1980	1798.31	390.817	26.068
FBtr0084453	901	719.312	164.503	27.4319
FBtr0084454	878	696.312	5.17887	0.892132
FBtr0332397	357	175.353	0	0
FBtr0091845	493	311.312	0	0
FBtr0082337	1595	1413.31	4	0.339485
FBtr0076351	1268	1086.31	9.47898	1.04666
FBtr0076348	1096	914.312	32.9757	4.32612
FBtr0076349	1016	834.312	429.605	61.7646
FBtr0076350	1137	955.312	7.4822	0.939469
FBtr0076352	1176	994.312	0	0
FBtr0300391	2145	1963.31	401.933	24.5563
FBtr0300392	2256	2074.31	0	0
FBtr0300393	2453	2271.31	100.067	5.28463
FBtr0081253	2305	2123.31	2232.77	126.133
FBtr0100289	2395	2213.31	0	0
FBtr0075975	1524	1342.31	63	5.6297
FBtr0081173	1344	1162.31	1	0.103199
FBtr0100857	1026	844.312	4	0.568271
FBtr0087436	355	173.353	30	20.7582
FBtr0309055	754	572.312	0	0
FBtr0078520	483	301.312	0	0
FBtr0113885	3112	2930.31	158	6.46758
FBtr0114142	642	460.312	0	0
FBtr0082632	2004	1822.31	549	36.1367
FBtr0086036	1316	1134.31	0	0
FBtr0273402	775	593.312	121.072	24.477
FBtr0076918	712	530.312	11.9284	2.69805
FBtr0082507	1055	873.312	4.59521	0.631152
FBtr0335438	880	698.312	3.40479	0.584843
FBtr0303832	1422	1240.31	0	0
FBtr0337071	2070	1888.31	2	0.127044
FBtr0112607	2218	2036.31	0	0
FBtr0302319	2221	2039.31	0	0
FBtr0077699	757	575.312	0	0
FBtr0332513	1647	1465.31	0	0
FBtr0301344	15917	15735.3	2408	18.3561
FBtr0339819	3461	3279.31	1435.33	52.5008
FBtr0089712	3679	3497.31	813.599	27.9045
FBtr0339820	4100	3918.31	236.075	7.22685
FBtr0303415	4077	3895.31	0	0
FBtr0299779	1193	1011.31	0	0
FBtr0309062	858	676.312	1	0.177358
FBtr0085482	1927	1745.31	744	51.1326
FBtr0082485	1070	888.312	1.93512	0.261301
FBtr0334154	1086	904.312	0	0
FBtr0074495	1150	968.312	2.60299	0.322445
FBtr0088029	570	388.312	0	0
FBtr0082365	1263	1081.31	196	21.7422
FBtr0084157	2050	1868.31	370.386	23.7795
FBtr0079202	5629	5447.31	0	0
FBtr0086735	3836	3654.31	1318.64	43.2832
FBtr0329998	4384	4202.31	107.358	3.0644
FBtr0331807	4403	4221.31	0	0
FBtr0331809	3929	3747.31	2	0.0640189
FBtr0331808	4192	4010.31	0	0
FBtr0077089	4359	4177.31	0	0
FBtr0331806	4398	4216.31	0	0
FBtr0345593	7517	7335.31	0	0
FBtr0075776	4583	4401.31	2897.19	78.9576
FBtr0114573	5827	5645.31	647.474	13.7573
FBtr0075775	4640	4458.31	3163.73	85.1191
FBtr0334053	4924	4742.31	4022.61	101.746
FBtr0085712	1906	1724.31	1	0.0695637
FBtr0345797	3071	2889.31	0	0
FBtr0088982	2803	2621.31	1514	69.2796
FBtr0080810	1403	1221.31	0	0
FBtr0077933	1524	1342.31	147	13.136
FBtr0334820	1573	1391.31	0	0
FBtr0070060	3228	3046.31	91.5836	3.60613
FBtr0070062	3129	2947.31	124.71	5.07545
FBtr0070061	3264	3082.31	101.466	3.9486
FBtr0070058	3132	2950.31	3657.31	148.694
FBtr0070059	3252	3070.31	58.9307	2.30228
FBtr0091670	513	331.312	0	0
FBtr0083811	1120	938.312	0	0
FBtr0347183	8671	8489.31	0	0
FBtr0086470	752	570.312	0	0
FBtr0086094	1241	1059.31	306	34.6494
FBtr0112364	415	233.312	0	0
FBtr0340563	1091	909.312	0	0
FBtr0080095	2144	1962.31	0	0
FBtr0083973	526	344.312	0	0
FBtr0085680	1445	1263.31	19	1.80402
FBtr0085241	2892	2710.31	3089.31	136.723
FBtr0112464	660	478.312	17	4.2632
FBtr0301412	5018	4836.31	2123.25	52.6605
FBtr0080510	6651	6469.31	0	0
FBtr0100660	5979	5797.31	672.959	13.9239
FBtr0080509	5605	5423.31	1421.47	31.4391
FBtr0342903	4976	4794.31	1938.33	48.4952
FBtr0302223	885	703.312	1944.87	331.696
FBtr0088894	952	770.312	1415.51	220.416
FBtr0071526	2998	2816.31	459	19.5493
FBtr0088598	2758	2576.31	55.438	2.58112
FBtr0333000	3613	3431.31	80.2646	2.80584
FBtr0345024	2424	2242.31	662.297	35.4287
FBtr0085926	413	231.312	83	43.0406
FBtr0076810	760	578.312	0	0
FBtr0070817	3138	2956.31	0	0
FBtr0332935	4315	4133.31	3	0.0870606
FBtr0331185	1221	1039.31	132	15.2344
FBtr0079270	1369	1187.31	0	0
FBtr0076460	3272	3090.31	0	0
FBtr0113324	2812	2630.31	82.7897	3.77544
FBtr0076459	3375	3193.31	0	0
FBtr0113322	4020	3838.31	0	0
FBtr0113323	3872	3690.31	245.866	7.9916
FBtr0344237	3523	3341.31	0	0
FBtr0344236	3182	3000.31	92.6291	3.70322
FBtr0347600	615	433.312	19.9551	5.52399
FBtr0336879	463	281.312	18.0449	7.6942
FBtr0087117	1549	1367.31	1	0.0877265
FBtr0078506	1882	1700.31	0	0
FBtr0085531	976	794.312	1	0.151011
FBtr0072302	3291	3109.31	121	4.66788
FBtr0072130	1458	1276.31	7.93706	0.745936
FBtr0330600	1768	1586.31	10.2343	0.773868
FBtr0100255	2123	1941.31	7.82867	0.483716
FBtr0100651	2649	2467.31	20.6742	1.00509
FBtr0077352	2630	2448.31	6.77081e-08	3.31721e-09
FBtr0339500	2650	2468.31	0	0
FBtr0100650	2487	2305.31	0	0
FBtr0339501	2320	2138.31	200.904	11.2698
FBtr0077353	2777	2595.31	9.38653	0.433824
FBtr0310475	2292	2110.31	21.4949	1.22176
FBtr0100652	2919	2737.31	21.3895	0.937292
FBtr0072973	2817	2635.31	0	0
FBtr0072972	2675	2493.31	722	34.7343
FBtr0333442	2758	2576.31	0	0
FBtr0343722	992	810.312	25.861	3.82817
FBtr0080771	710	528.312	547.139	124.224
FBtr0300837	641	459.312	0	0
FBtr0083308	470	288.312	39	16.2256
FBtr0084933	1082	900.312	81.935	10.9163
FBtr0078307	3832	3650.31	32	1.05152
FBtr0306158	3541	3359.31	0	0
FBtr0306157	4192	4010.31	0	0
FBtr0078306	5223	5041.31	0	0
FBtr0088429	1251	1069.31	78	8.74961
FBtr0075422	1355	1173.31	68	6.95174
FBtr0075421	1570	1388.31	0	0
FBtr0331172	1575	1393.31	0	0
FBtr0305308	1994	1812.31	87.8292	5.81305
FBtr0083462	1987	1805.31	230.171	15.2931
FBtr0305690	6436	6254.31	154.735	2.96761
FBtr0305695	4547	4365.31	243.022	6.67772
FBtr0305694	6493	6311.31	259.435	4.93068
FBtr0305689	3237	3055.31	490.217	19.2456
FBtr0305693	4993	4811.31	161.764	4.0329
FBtr0305691	3889	3707.31	71.8265	2.32394
FBtr0305692	5350	5168.31	0	0
FBtr0086727	198	23.9657	0	0
FBtr0110954	748	566.312	4	0.847233
FBtr0074687	2442	2260.31	58.8553	3.12331
FBtr0332395	1817	1635.31	171.47	12.5773
FBtr0336843	1692	1510.31	1926	152.964
FBtr0302289	1831	1649.31	0	0
FBtr0076827	876	694.312	0	0
FBtr0076084	1431	1249.31	0	0
FBtr0303900	922	740.312	0	0
FBtr0079813	819	637.312	3	0.564635
FBtr0080382	1196	1014.31	13	1.53734
FBtr0082324	1346	1164.31	200	20.6044
FBtr0087339	1579	1397.31	25.1509	2.15903
FBtr0340004	2017	1835.31	3.89711	0.254701
FBtr0332816	4207	4025.31	0	0
FBtr0345688	6617	6435.31	0	0
FBtr0332817	6474	6292.31	0	0
FBtr0306786	7759	7577.31	14.3619	0.227351
FBtr0089020	7717	7535.31	40.949	0.65184
FBtr0111079	7744	7562.31	48.207	0.764635
FBtr0111062	7747	7565.31	0	0
FBtr0111077	7744	7562.31	16.0423	0.254455
FBtr0111101	7753	7571.31	89.5668	1.41897
FBtr0111084	7702	7520.31	0	0
FBtr0111063	7717	7535.31	104.584	1.6648
FBtr0111080	7756	7574.31	269.277	4.26436
FBtr0111074	7711	7529.31	2.7976e-05	4.45685e-07
FBtr0306778	7759	7577.31	27.4892	0.435157
FBtr0306779	7708	7526.31	0	0
FBtr0111092	7690	7508.31	0	0
FBtr0111073	7756	7574.31	0	0
FBtr0111087	7744	7562.31	0	0
FBtr0089016	7699	7517.31	200.326	3.19648
FBtr0111083	7702	7520.31	91.3314	1.45674
FBtr0306782	7747	7565.31	10.5373	0.167071
FBtr0306775	7756	7574.31	32.9622	0.522
FBtr0111089	7744	7562.31	0	0
FBtr0334801	9145	8963.31	95.049	1.27197
FBtr0111081	7744	7562.31	66.5225	1.05514
FBtr0306780	7708	7526.31	0	0
FBtr0306768	7710	7528.31	0	0
FBtr0306781	7762	7580.31	26.3032	0.416217
FBtr0306773	7741	7559.31	66.2604	1.05141
FBtr0111052	7702	7520.31	23.0396	0.367483
FBtr0111076	7741	7559.31	42.217	0.669889
FBtr0111054	7744	7562.31	10.8727	0.172458
FBtr0111100	7702	7520.31	0	0
FBtr0111067	7705	7523.31	11.6561	0.185841
FBtr0089019	7708	7526.31	0.00117	1.86466e-05
FBtr0111094	7747	7565.31	10.5373	0.167071
FBtr0306774	7750	7568.31	48.6359	0.770826
FBtr0306785	7753	7571.31	117.539	1.86213
FBtr0111059	7747	7565.31	0	0
FBtr0111098	7744	7562.31	81.6659	1.29534
FBtr0306772	7755	7573.31	52.9169	0.838122
FBtr0306769	7755	7573.31	0	0
FBtr0111066	7705	7523.31	37.8424	0.603348
FBtr0306783	7699	7517.31	9.73213	0.15529
FBtr0111071	7705	7523.31	8.61482e-08	1.37352e-09
FBtr0111053	7699	7517.31	71.7172	1.14435
FBtr0111096	7699	7517.31	0	0
FBtr0111064	7711	7529.31	38.8251	0.618522
FBtr0306771	7710	7528.31	0	0
FBtr0111065	7753	7571.31	37.8179	0.599135
FBtr0111085	7699	7517.31	13.6383	0.217618
FBtr0111102	7762	7580.31	15.2062	0.24062
FBtr0111057	7702	7520.31	28.5809	0.455868
FBtr0111049	7699	7517.31	58.4816	0.933157
FBtr0306767	7764	7582.31	0	0
FBtr0111058	7741	7559.31	126.779	2.0117
FBtr0111097	7708	7526.31	114.831	1.8301
FBtr0306784	7699	7517.31	40.8572	0.651935
FBtr0111088	7702	7520.31	0	0
FBtr0089018	7699	7517.31	0	0
FBtr0111099	7756	7574.31	62.1718	0.984575
FBtr0111061	7702	7520.31	0	0
FBtr0111055	7747	7565.31	33.654	0.53359
FBtr0111068	7753	7571.31	22.2774	0.352932
FBtr0111075	7741	7559.31	57.8883	0.918559
FBtr0111078	7744	7562.31	65.0303	1.03148
FBtr0111056	7699	7517.31	63.8458	1.01875
FBtr0111072	7756	7574.31	1.65124e-08	2.61496e-10
FBtr0306776	7708	7526.31	43.4535	0.692533
FBtr0111082	7747	7565.31	32.0627	0.50836
FBtr0111051	7744	7562.31	46.0379	0.73023
FBtr0111050	7744	7562.31	13.1013	0.207806
FBtr0306770	7755	7573.31	82.8174	1.3117
FBtr0306777	7735	7553.31	60.6281	0.962797
FBtr0111069	7753	7571.31	14.6893	0.232717
FBtr0111060	7699	7517.31	52.422	0.836468
FBtr0111070	7708	7526.31	8.7608	0.139624
FBtr0306787	7699	7517.31	0	0
FBtr0344008	4025	3843.31	0	0
FBtr0083250	3781	3599.31	3.33493	0.111139
FBtr0073184	1051	869.312	92	12.6944
FBtr0339647	3474	3292.31	0	0
FBtr0082549	3490	3308.31	0	0
FBtr0070145	1802	1620.31	3	0.222086
FBtr0088772	1061	879.312	1.38163	0.188473
FBtr0339351	2691	2509.31	2.30918	0.110383
FBtr0086286	695	513.312	0	0
FBtr0100145	4413	4231.31	485.697	13.7686
FBtr0075350	2793	2611.31	0	0
FBtr0306151	3189	3007.31	2064.61	82.3488
FBtr0306152	2127	1945.31	0	0
FBtr0088534	1023	841.312	336	47.905
FBtr0071628	588	406.312	132	38.9684
FBtr0343428	1074	892.312	0	0
FBtr0343429	871	689.312	2	0.348027
FBtr0079808	916	734.312	0	0
FBtr0345227	4289	4107.31	0	0
FBtr0085321	3280	3098.31	2	0.0774289
FBtr0300259	4030	3848.31	0	0
FBtr0330333	4030	3848.31	0	0
FBtr0346765	4030	3848.31	0	0
FBtr0084955	911	729.312	4.04869	0.665886
FBtr0077271	893	711.312	0	0
FBtr0075857	666	484.312	0	0
FBtr0071300	2668	2486.31	1397	67.3968
FBtr0080294	2486	2304.31	4.80065	0.249895
FBtr0080295	2006	1824.31	32.9429	2.16602
FBtr0300950	822	640.312	3	0.561989
FBtr0085782	1970	1788.31	9	0.603667
FBtr0085781	2109	1927.31	0	0
FBtr0301346	2154	1972.31	0	0
FBtr0336955	1935	1753.31	0	0
FBtr0087720	1458	1276.31	4	0.375925
FBtr0080945	4232	4050.31	4.10666e-06	1.21618e-07
FBtr0335144	5274	5092.31	0	0
FBtr0080946	4189	4007.31	2	0.0598652
FBtr0087941	1535	1353.31	1003	88.8999
FBtr0073779	7583	7401.31	982.165	15.9175
FBtr0301559	7372	7190.31	821.835	13.7099
FBtr0344531	3017	2835.31	110.924	4.69271
FBtr0344532	3050	2868.31	56.793	2.37502
FBtr0086298	3610	3428.31	0	0
FBtr0301209	3155	2973.31	1682	67.8553
FBtr0332971	2029	1847.31	19.4432	1.26249
FBtr0081364	1817	1635.31	1657.77	121.597
FBtr0301265	566	384.312	4	1.24846
FBtr0100097	1653	1471.31	2	0.163051
FBtr0070912	1808	1626.31	821.767	60.6098
FBtr0332383	2182	2000.31	13.9134	0.834324
FBtr0073429	1990	1808.31	183.125	12.1471
FBtr0073431	2052	1870.31	10.9617	0.703012
FBtr0077274	2531	2349.31	0	0
FBtr0077275	2416	2234.31	0	0
FBtr0077273	2498	2316.31	0	0
FBtr0070758	2628	2446.31	6	0.294197
FBtr0100082	4560	4378.31	1	0.0273963
FBtr0334915	1683	1501.31	0	0
FBtr0079025	544	362.312	361.321	119.621
FBtr0345334	630	448.312	5.21293	1.39476
FBtr0345333	867	685.312	6.55619	1.14752
FBtr0070612	1997	1815.31	0	0
FBtr0076801	3512	3330.31	0	0
FBtr0082455	1581	1399.31	6.55022	0.561487
FBtr0082452	1517	1335.31	7280.82	654.027
FBtr0082454	1658	1476.31	25.9163	2.10569
FBtr0082453	1550	1368.31	0	0
FBtr0335232	1259	1077.31	15.3285	1.70669
FBtr0082457	1583	1401.31	97.5028	8.34604
FBtr0082456	1535	1353.31	53.8826	4.77583
FBtr0085994	1251	1069.31	6	0.673047
FBtr0110947	892	710.312	0.000860215	0.000145263
FBtr0303249	887	705.312	4.99914	0.850183
FBtr0079632	1105	923.312	428.922	55.7222
FBtr0072823	726	544.312	304	66.9922
FBtr0306000	2819	2637.31	294.253	13.3831
FBtr0079539	3254	3072.31	54.0193	2.10903
FBtr0333096	2738	2556.31	1703.81	79.9477
FBtr0079538	3003	2821.31	39.8954	1.69617
FBtr0079537	5135	4953.31	550.936	13.3415
FBtr0079536	3274	3092.31	355.926	13.8062
FBtr0306001	5366	5184.31	138.161	3.19664
FBtr0076160	359	177.353	0	0
FBtr0081382	582	400.312	0	0
FBtr0345678	4114	3932.31	0	0
FBtr0072397	2463	2281.31	1030	54.1565
FBtr0080038	2666	2484.31	852.759	41.1736
FBtr0077057	519	337.312	0	0
FBtr0086708	1273	1091.31	212	23.3016
FBtr0300709	2234	2052.31	328.752	19.2143
FBtr0343407	2499	2317.31	34.9783	1.81056
FBtr0330056	4026	3844.31	0	0
FBtr0330055	3861	3679.31	0	0
FBtr0086599	2980	2798.31	0	0
FBtr0339479	2416	2234.31	0	0
FBtr0088105	2317	2135.31	241.957	13.5917
FBtr0072064	3164	2982.31	578.481	23.2667
FBtr0070699	1996	1814.31	465	30.7425
FBtr0343109	1870	1688.31	1.32698e-08	9.42781e-10
FBtr0081097	1873	1691.31	435	30.8506
FBtr0082977	2713	2531.31	532.526	25.2345
FBtr0330227	2713	2531.31	532.526	25.2345
FBtr0334030	4013	3831.31	2.94716	0.0922688
FBtr0340312	1704	1522.31	0	0
FBtr0307175	1573	1391.31	44	3.79338
FBtr0071142	2581	2399.31	141	7.04905
FBtr0345597	1974	1792.31	0	0
FBtr0331423	2773	2591.31	0	0
FBtr0073354	1836	1654.31	1	0.0725072
FBtr0071795	3345	3163.31	0	0
FBtr0302297	3888	3706.31	83.4928	2.70213
FBtr0071794	3331	3149.31	0	0
FBtr0071796	3263	3081.31	0	0
FBtr0071792	3407	3225.31	629.78	23.4216
FBtr0071791	3686	3504.31	0	0
FBtr0302298	3216	3034.31	0	0
FBtr0113104	4017	3835.31	0	0
FBtr0071793	3823	3641.31	299.317	9.85989
FBtr0302295	3134	2952.31	37.9018	1.53991
FBtr0302296	3410	3228.31	0	0
FBtr0342980	3281	3099.31	30.6118	1.18474
FBtr0080163	761	579.312	23846.7	4937.57
FBtr0340226	807	625.312	13.5794	2.60485
FBtr0080164	798	616.312	137.757	26.8109
FBtr0331732	2708	2526.31	0	0
FBtr0071279	3081	2899.31	1.00195	0.0414526
FBtr0310535	860	678.312	0	0
FBtr0076044	839	657.312	1	0.182485
FBtr0076209	498	316.312	0	0
FBtr0077083	1271	1089.31	195	21.4724
FBtr0081391	1262	1080.31	0	0
FBtr0336825	1062	880.312	139	18.9399
FBtr0077056	476	294.312	0	0
FBtr0079260	5718	5536.31	0	0
FBtr0344764	5308	5126.31	5	0.116994
FBtr0079791	864	682.312	105.73	18.5871
FBtr0340262	1029	847.312	10.2704	1.45393
FBtr0306058	325	143.353	0	0
FBtr0084103	751	569.312	145	30.5503
FBtr0332057	13314	13132.3	3714.23	33.9255
FBtr0073071	13516	13334.3	406.481	3.65652
FBtr0303857	13018	12836.3	2266.08	21.1755
FBtr0332056	13475	13293.3	469.532	4.23672
FBtr0073070	13453	13271.3	0.0031265	2.82581e-05
FBtr0073072	13783	13601.3	602.397	5.31251
FBtr0300017	13523	13341.3	23407.3	210.451
FBtr0074138	2622	2440.31	964	47.3838
FBtr0339711	2982	2800.31	1.03021e-06	4.41282e-08
FBtr0304704	3399	3217.31	7.77128	0.289733
FBtr0300685	2985	2803.31	182.229	7.79729
FBtr0332487	1704	1522.31	25.3871	2.00036
FBtr0100291	1754	1572.31	0	0
FBtr0344071	1586	1404.31	93.3565	7.97406
FBtr0079837	2328	2146.31	1	0.0558863
FBtr0342598	474	292.312	5.7659	2.36602
FBtr0112355	1771	1589.31	27.8216	2.09977
FBtr0075214	1653	1471.31	0	0
FBtr0075620	963	781.312	0	0
FBtr0301606	1735	1553.31	136.984	10.5782
FBtr0301607	1991	1809.31	0	0
FBtr0301603	1761	1579.31	0	0
FBtr0301604	1722	1540.31	0.0157112	0.00122349
FBtr0088884	1051	869.312	0	0
FBtr0088883	1108	926.312	342	44.2861
FBtr0077586	1631	1449.31	0	0
FBtr0339547	1595	1413.31	0	0
FBtr0081599	2572	2390.31	506	25.3918
FBtr0335389	4628	4446.31	0.00210085	5.66752e-05
FBtr0077665	4854	4672.31	0	0
FBtr0329906	4265	4083.31	270.936	7.95888
FBtr0110903	4787	4605.31	3.20721	0.0835346
FBtr0335388	3266	3084.31	0	0
FBtr0112883	2525	2343.31	0.95553	0.0489117
FBtr0077664	3121	2939.31	72.5626	2.96119
FBtr0077663	3410	3228.31	263.787	9.80113
FBtr0329907	4787	4605.31	3.20721	0.0835346
FBtr0077662	8297	8115.31	89.3428	1.32054
